AIA193,AIA211,HMI_m
2020-04-07T07-00-51.fits,2020-04-07T07-00-56.fits,2020-04-03T06-01-30.fits
2013-09-12T09-07-09.fits,2013-09-12T09-07-19.fits,2013-09-08T09-02-15.fits
2014-07-17T07-08-55.fits,2014-07-17T07-09-03.fits,2014-07-13T06-01-30.fits
2017-09-28T02-32-49.fits,2017-09-28T02-32-53.fits,2017-09-24T03-01-30.fits
2013-07-02T03-30-29.fits,2013-07-02T03-30-37.fits,2013-06-28T03-01-30.fits
2013-11-13T06-39-39.fits,2013-11-13T06-39-46.fits,2013-11-09T06-01-30.fits
2012-10-17T13-34-16.fits,2012-10-17T13-34-16.fits,2012-10-13T15-01-30.fits
2015-10-28T02-34-41.fits,2015-10-28T02-34-45.fits,2015-10-24T03-01-30.fits
2019-09-17T09-48-10.fits,2019-09-17T09-48-15.fits,2019-09-13T09-01-30.fits
2012-11-30T08-22-18.fits,2012-11-30T08-22-27.fits,2012-11-26T09-01-30.fits
2019-05-30T07-26-37.fits,2019-05-30T07-26-44.fits,2019-05-26T06-01-30.fits
2013-07-01T04-40-35.fits,2013-07-01T04-40-42.fits,2013-06-27T06-01-30.fits
2018-02-07T07-45-57.fits,2018-02-07T07-46-05.fits,2018-02-03T09-01-30.fits
2012-10-22T16-34-38.fits,2012-10-22T16-34-38.fits,2012-10-18T18-01-30.fits
2018-11-10T07-11-45.fits,2018-11-10T07-11-53.fits,2018-11-06T06-01-30.fits
2018-05-20T07-43-40.fits,2018-05-20T07-43-48.fits,2018-05-16T09-01-30.fits
2013-11-12T07-48-39.fits,2013-11-12T07-48-47.fits,2013-11-08T09-01-30.fits
2013-05-13T07-32-16.fits,2013-05-13T07-32-24.fits,2013-05-09T09-01-30.fits
2013-12-29T08-50-20.fits,2013-12-29T08-50-27.fits,2013-12-25T09-01-30.fits
2015-06-02T03-39-22.fits,2015-06-02T03-39-26.fits,2015-05-29T03-01-30.fits
2015-04-17T01-30-19.fits,2015-04-17T01-30-24.fits,2015-04-13T00-01-30.fits
2016-09-09T09-16-14.fits,2016-09-09T07-03-28.fits,2016-09-05T09-01-30.fits
2017-03-30T07-57-08.fits,2017-03-30T07-57-13.fits,2017-03-26T09-01-30.fits
2018-09-29T01-30-03.fits,2018-09-29T01-30-10.fits,2018-09-25T00-01-30.fits
2015-12-20T02-30-07.fits,2015-12-20T02-30-12.fits,2015-12-16T03-01-30.fits
2016-05-13T02-38-04.fits,2016-05-13T02-38-08.fits,2016-05-09T03-01-30.fits
2018-06-16T10-16-10.fits,2018-06-16T10-16-04.fits,2018-06-12T09-01-30.fits
2019-01-16T03-07-58.fits,2019-01-16T03-08-03.fits,2019-01-12T03-01-30.fits
2020-03-11T07-01-39.fits,2020-03-11T07-01-44.fits,2020-03-07T06-01-30.fits
2012-12-07T14-30-39.fits,2012-12-07T14-30-39.fits,2012-12-03T15-01-30.fits
2016-05-01T08-08-34.fits,2016-05-01T08-08-27.fits,2016-04-27T09-01-30.fits
2014-01-27T09-10-29.fits,2014-01-27T06-48-34.fits,2014-01-23T09-01-30.fits
2020-02-27T02-30-14.fits,2020-02-27T04-48-31.fits,2020-02-23T03-01-30.fits
2012-10-16T20-45-30.fits,2012-10-16T21-05-56.fits,2012-10-12T21-01-30.fits
2019-03-17T05-27-14.fits,2019-03-17T06-44-33.fits,2019-03-13T06-01-30.fits
2012-12-07T02-48-42.fits,2012-12-07T02-48-42.fits,2012-12-03T03-01-30.fits
2014-01-15T07-57-08.fits,2014-01-15T07-57-16.fits,2014-01-11T09-01-30.fits
2014-03-14T04-37-20.fits,2014-03-14T04-37-28.fits,2014-03-10T06-01-30.fits
2017-03-30T05-47-32.fits,2017-03-30T05-47-37.fits,2017-03-26T06-01-30.fits
2019-01-11T05-09-12.fits,2019-01-11T05-09-18.fits,2019-01-07T06-01-30.fits
2019-04-10T09-16-09.fits,2019-04-10T09-16-14.fits,2019-04-06T09-01-30.fits
2012-10-23T00-00-55.fits,2012-10-23T00-00-55.fits,2012-10-19T00-01-30.fits
2012-10-24T14-50-34.fits,2012-10-24T14-50-34.fits,2012-10-20T15-01-30.fits
2018-11-08T05-13-01.fits,2018-11-08T05-13-06.fits,2018-11-04T06-01-30.fits
2020-01-02T03-51-06.fits,2020-01-02T03-51-13.fits,2019-12-29T03-01-30.fits
2016-12-28T02-30-06.fits,2016-12-28T02-30-11.fits,2016-12-24T03-01-30.fits
2016-11-11T04-50-30.fits,2016-11-11T04-50-34.fits,2016-11-07T06-01-30.fits
2012-12-07T14-58-15.fits,2012-12-07T14-58-15.fits,2012-12-03T15-01-30.fits
2012-10-25T13-54-40.fits,2012-10-25T13-54-40.fits,2012-10-21T15-01-30.fits
2015-11-24T08-05-10.fits,2015-11-24T08-05-14.fits,2015-11-20T09-01-30.fits
2017-09-10T02-32-14.fits,2017-09-10T02-32-18.fits,2017-09-06T03-01-30.fits
2018-12-27T23-21-03.fits,2018-12-27T23-21-09.fits,2018-12-24T00-01-30.fits
2015-10-04T05-52-36.fits,2015-10-04T05-52-40.fits,2015-09-30T06-01-30.fits
2014-06-26T04-04-08.fits,2014-06-26T04-04-15.fits,2014-06-22T03-01-30.fits
2013-07-03T09-04-27.fits,2013-07-03T09-04-35.fits,2013-06-29T09-01-30.fits
2013-06-19T04-43-21.fits,2013-06-19T04-43-29.fits,2013-06-15T06-01-30.fits
2012-12-06T21-40-33.fits,2012-12-06T21-40-33.fits,2012-12-02T21-01-30.fits
2013-08-12T06-45-22.fits,2013-08-12T06-45-30.fits,2013-08-08T06-01-30.fits
2017-04-26T04-49-53.fits,2017-04-26T04-49-58.fits,2017-04-22T06-01-30.fits
2018-11-23T08-52-00.fits,2018-11-23T08-52-05.fits,2018-11-19T09-01-30.fits
2016-09-28T01-30-05.fits,2016-09-28T01-30-10.fits,2016-09-24T00-01-30.fits
2016-12-12T05-41-05.fits,2016-12-12T05-41-10.fits,2016-12-08T06-01-30.fits
2013-01-12T05-47-05.fits,2013-01-12T05-47-13.fits,2013-01-08T06-01-30.fits
2014-08-17T07-35-55.fits,2014-08-17T07-36-02.fits,2014-08-13T09-01-30.fits
2016-07-12T02-35-09.fits,2016-07-12T02-35-13.fits,2016-07-08T03-01-30.fits
2017-09-09T02-33-21.fits,2017-09-09T02-33-25.fits,2017-09-05T03-01-30.fits
2014-12-28T04-48-37.fits,2014-12-28T04-48-41.fits,2014-12-24T06-01-30.fits
2015-03-06T08-23-19.fits,2015-03-06T08-23-24.fits,2015-03-02T09-02-15.fits
2012-10-22T17-57-49.fits,2012-10-22T17-57-49.fits,2012-10-18T18-01-30.fits
2015-04-29T06-57-34.fits,2015-04-29T06-57-38.fits,2015-04-25T06-01-30.fits
2018-05-08T04-09-49.fits,2018-05-08T04-09-54.fits,2018-05-04T03-01-30.fits
2015-09-07T07-03-30.fits,2015-09-07T07-03-36.fits,2015-09-03T06-01-30.fits
2019-12-16T03-48-03.fits,2019-12-16T03-48-08.fits,2019-12-12T03-01-30.fits
2012-10-22T14-43-08.fits,2012-10-22T14-43-08.fits,2012-10-18T15-01-30.fits
2017-09-02T08-48-38.fits,2017-09-02T08-48-29.fits,2017-08-29T09-01-30.fits
2014-10-17T07-09-51.fits,2014-10-17T05-55-28.fits,2014-10-13T06-01-30.fits
2012-12-07T01-10-50.fits,2012-12-07T01-10-50.fits,2012-12-03T00-01-30.fits
2014-02-05T06-49-14.fits,2014-02-05T06-49-22.fits,2014-02-01T06-01-30.fits
2012-10-21T06-55-45.fits,2012-10-21T06-55-54.fits,2012-10-17T06-01-30.fits
2018-01-10T02-30-07.fits,2018-01-10T02-30-12.fits,2018-01-06T03-01-30.fits
2017-02-01T08-51-47.fits,2017-02-01T08-51-51.fits,2017-01-28T09-01-30.fits
2012-10-22T17-38-26.fits,2012-10-22T17-38-26.fits,2012-10-18T18-01-30.fits
2018-04-03T09-40-27.fits,2018-04-03T08-30-12.fits,2018-03-30T09-01-30.fits
2017-08-24T08-56-47.fits,2017-08-24T08-56-43.fits,2017-08-20T09-01-30.fits
2018-01-06T06-48-40.fits,2018-01-06T06-48-45.fits,2018-01-02T06-01-30.fits
2019-12-28T05-14-27.fits,2019-12-28T05-14-34.fits,2019-12-24T06-01-30.fits
2015-09-28T02-37-59.fits,2015-09-28T02-38-04.fits,2015-09-24T03-01-30.fits
2014-10-28T06-25-48.fits,2014-10-28T06-25-57.fits,2014-10-24T06-01-30.fits
2018-04-01T03-55-40.fits,2018-04-01T03-55-44.fits,2018-03-28T03-01-30.fits
2014-04-25T06-45-53.fits,2014-04-25T06-46-00.fits,2014-04-21T06-01-30.fits
2014-08-15T07-02-52.fits,2014-08-15T07-02-59.fits,2014-08-11T06-01-30.fits
2013-08-16T05-39-40.fits,2013-08-16T05-39-47.fits,2013-08-12T06-01-30.fits
2016-06-07T07-10-39.fits,2016-06-07T07-10-43.fits,2016-06-03T06-01-30.fits
2014-09-03T06-14-37.fits,2014-09-03T06-14-43.fits,2014-08-30T06-01-30.fits
2012-10-17T23-51-11.fits,2012-10-17T23-51-11.fits,2012-10-14T00-01-30.fits
2012-12-07T19-58-20.fits,2012-12-07T19-58-20.fits,2012-12-03T21-01-30.fits
2018-05-06T10-13-42.fits,2018-05-06T10-13-48.fits,2018-05-02T09-01-30.fits
2015-06-17T03-39-36.fits,2015-06-17T03-39-39.fits,2015-06-13T03-01-30.fits
2020-01-17T02-30-06.fits,2020-01-17T02-30-12.fits,2020-01-13T03-01-30.fits
2013-08-30T05-48-30.fits,2013-08-30T05-48-37.fits,2013-08-26T06-01-30.fits
2016-04-04T02-36-54.fits,2016-04-04T02-36-59.fits,2016-03-31T03-01-30.fits
2012-12-07T02-36-26.fits,2012-12-07T02-36-26.fits,2012-12-03T03-01-30.fits
2017-10-21T06-20-13.fits,2017-10-21T06-20-18.fits,2017-10-17T06-01-30.fits
2019-01-20T07-33-20.fits,2019-01-20T07-33-26.fits,2019-01-16T09-01-30.fits
2016-08-21T06-00-09.fits,2016-08-21T06-00-13.fits,2016-08-17T06-01-30.fits
2014-02-27T05-39-25.fits,2014-02-27T05-39-33.fits,2014-02-23T06-01-30.fits
2018-02-24T07-49-40.fits,2018-02-24T07-49-44.fits,2018-02-20T09-01-30.fits
2012-10-26T20-16-29.fits,2012-10-26T20-16-29.fits,2012-10-22T21-01-30.fits
2019-03-20T06-41-47.fits,2019-03-20T06-41-53.fits,2019-03-16T06-01-30.fits
2019-03-14T09-12-10.fits,2019-03-14T09-12-16.fits,2019-03-10T09-01-30.fits
2016-12-30T03-34-17.fits,2016-12-30T03-34-21.fits,2016-12-26T03-01-30.fits
2019-07-31T01-30-08.fits,2019-07-31T01-30-14.fits,2019-07-27T00-01-30.fits
2012-10-18T22-13-51.fits,2012-10-18T22-13-51.fits,2012-10-14T21-01-30.fits
2016-06-13T05-43-45.fits,2016-06-13T05-43-49.fits,2016-06-09T06-01-30.fits
2016-12-13T04-36-59.fits,2016-12-13T04-37-04.fits,2016-12-09T06-01-30.fits
2017-04-13T03-39-44.fits,2017-04-13T03-39-48.fits,2017-04-09T03-01-30.fits
2014-07-13T05-44-08.fits,2014-07-13T05-44-15.fits,2014-07-09T06-01-30.fits
2013-03-12T04-09-28.fits,2013-03-12T04-09-36.fits,2013-03-08T03-01-30.fits
2014-05-16T07-31-33.fits,2014-05-16T07-31-41.fits,2014-05-12T09-01-30.fits
2013-10-10T04-02-46.fits,2013-10-10T04-02-53.fits,2013-10-06T03-01-30.fits
2013-04-09T04-08-52.fits,2013-04-09T04-09-00.fits,2013-04-05T03-01-30.fits
2020-04-25T02-37-15.fits,2020-04-25T02-37-21.fits,2020-04-21T03-01-30.fits
2018-01-02T04-37-51.fits,2018-01-02T04-37-55.fits,2017-12-29T06-01-30.fits
2016-12-17T02-30-07.fits,2016-12-17T02-30-12.fits,2016-12-13T03-01-30.fits
2019-12-06T05-03-06.fits,2019-12-06T05-03-12.fits,2019-12-02T06-01-30.fits
2013-04-03T05-33-26.fits,2013-04-03T05-33-34.fits,2013-03-30T06-01-30.fits
2013-02-15T07-58-29.fits,2013-02-15T07-58-37.fits,2013-02-11T09-01-30.fits
2015-06-18T09-01-14.fits,2015-06-18T09-01-18.fits,2015-06-14T09-01-30.fits
2013-12-18T07-20-42.fits,2013-12-18T07-20-50.fits,2013-12-14T06-01-30.fits
2017-12-15T07-54-27.fits,2017-12-15T07-54-32.fits,2017-12-11T09-01-30.fits
2013-07-29T06-02-58.fits,2013-07-29T06-03-06.fits,2013-07-25T06-01-30.fits
2017-02-16T20-45-08.fits,2017-02-16T20-45-12.fits,2017-02-12T21-01-30.fits
2018-02-23T10-06-31.fits,2018-02-23T10-06-19.fits,2018-02-19T09-01-30.fits
2017-10-25T03-40-55.fits,2017-10-25T04-44-56.fits,2017-10-21T03-01-30.fits
2012-10-26T14-09-06.fits,2012-10-26T14-09-06.fits,2012-10-22T15-01-30.fits
2014-11-07T00-55-52.fits,2014-11-07T00-55-59.fits,2014-11-03T00-01-30.fits
2012-10-03T04-06-22.fits,2012-10-03T03-30-26.fits,2012-09-29T03-01-30.fits
2013-07-03T13-13-05.fits,2013-07-03T13-13-12.fits,2013-06-29T12-01-30.fits
2015-09-26T01-30-03.fits,2015-09-26T01-30-09.fits,2015-09-22T00-01-30.fits
2018-10-04T07-49-44.fits,2018-10-04T07-49-49.fits,2018-09-30T09-01-30.fits
2013-04-06T06-07-52.fits,2013-04-06T06-07-59.fits,2013-04-02T06-01-30.fits
2014-07-26T04-03-37.fits,2014-07-26T04-03-45.fits,2014-07-22T03-01-30.fits
2018-10-01T07-50-38.fits,2018-10-01T07-50-44.fits,2018-09-27T09-01-30.fits
2014-08-03T03-30-24.fits,2014-08-03T03-30-32.fits,2014-07-30T03-01-30.fits
2018-02-23T04-40-46.fits,2018-02-23T04-40-51.fits,2018-02-19T06-01-30.fits
2012-10-16T22-15-21.fits,2012-10-16T22-15-21.fits,2012-10-12T21-01-30.fits
2019-06-02T11-40-33.fits,2019-06-02T11-40-38.fits,2019-05-29T12-01-30.fits
2017-01-30T10-24-26.fits,2017-01-30T10-24-30.fits,2017-01-26T12-01-30.fits
2015-11-23T10-06-33.fits,2015-11-23T10-06-38.fits,2015-11-19T09-01-30.fits
2018-11-03T01-30-12.fits,2018-11-03T02-47-29.fits,2018-10-30T00-01-30.fits
2018-03-05T03-35-10.fits,2018-03-05T03-35-15.fits,2018-03-01T03-01-30.fits
2014-02-07T06-13-39.fits,2014-02-07T06-13-47.fits,2014-02-03T06-01-30.fits
2019-01-09T10-09-24.fits,2019-01-09T10-09-29.fits,2019-01-05T09-01-30.fits
2019-05-20T01-30-04.fits,2019-05-20T01-30-10.fits,2019-05-16T00-01-30.fits
2014-09-13T04-38-12.fits,2014-09-13T04-38-19.fits,2014-09-09T06-01-30.fits
2014-06-13T06-52-39.fits,2014-06-13T06-52-47.fits,2014-06-09T06-01-30.fits
2012-11-16T04-30-20.fits,2012-11-16T04-30-28.fits,2012-11-12T03-01-30.fits
2013-01-17T04-30-20.fits,2013-01-17T04-30-28.fits,2013-01-13T03-01-30.fits
2013-08-01T10-04-12.fits,2013-08-01T10-04-20.fits,2013-07-28T09-01-30.fits
2012-10-24T22-04-41.fits,2012-10-24T22-04-41.fits,2012-10-20T21-01-30.fits
2014-12-08T04-51-47.fits,2014-12-08T04-51-54.fits,2014-12-04T06-01-30.fits
2013-09-11T03-30-27.fits,2013-09-11T03-30-37.fits,2013-09-07T03-01-30.fits
2015-06-03T03-49-58.fits,2015-06-03T03-50-03.fits,2015-05-30T03-01-30.fits
2016-01-04T08-05-00.fits,2016-01-04T08-05-04.fits,2015-12-31T09-01-30.fits
2015-05-07T01-30-18.fits,2015-05-07T01-30-23.fits,2015-05-03T00-01-30.fits
2016-08-02T01-30-07.fits,2016-08-02T01-30-11.fits,2016-07-29T00-01-30.fits
2020-06-10T04-45-13.fits,2020-06-10T04-45-18.fits,2020-06-06T06-01-30.fits
2017-05-28T06-51-47.fits,2017-05-28T06-51-52.fits,2017-05-24T06-01-30.fits
2012-12-08T06-30-05.fits,2012-12-08T03-29-54.fits,2012-12-04T06-01-30.fits
2016-07-31T05-54-36.fits,2016-07-31T05-54-41.fits,2016-07-27T06-01-30.fits
2015-09-17T04-53-37.fits,2015-09-17T04-53-43.fits,2015-09-13T06-01-30.fits
2016-09-29T07-17-36.fits,2016-09-29T07-17-41.fits,2016-09-25T06-01-30.fits
2016-09-09T03-44-45.fits,2016-09-09T03-44-50.fits,2016-09-05T03-01-30.fits
2020-06-09T06-53-59.fits,2020-06-09T07-58-07.fits,2020-06-05T06-01-30.fits
2018-04-06T08-43-58.fits,2018-04-06T08-44-03.fits,2018-04-02T09-01-30.fits
2016-11-21T11-00-39.fits,2016-11-21T11-00-44.fits,2016-11-17T12-01-30.fits
2012-10-24T14-11-34.fits,2012-10-24T14-11-34.fits,2012-10-20T15-01-30.fits
2018-08-16T04-03-15.fits,2018-08-16T04-03-20.fits,2018-08-12T03-01-30.fits
2018-08-22T04-05-20.fits,2018-08-22T02-46-32.fits,2018-08-18T03-01-30.fits
2015-05-08T04-47-51.fits,2015-05-08T04-47-56.fits,2015-05-04T06-01-30.fits
2017-12-06T10-04-47.fits,2017-12-06T10-04-52.fits,2017-12-02T09-01-30.fits
2013-09-14T04-55-03.fits,2013-09-14T04-55-13.fits,2013-09-10T06-01-30.fits
2014-12-10T05-00-11.fits,2014-12-10T05-00-16.fits,2014-12-06T06-01-30.fits
2014-01-20T06-46-10.fits,2014-01-20T06-46-17.fits,2014-01-16T06-01-30.fits
2014-12-03T04-30-10.fits,2014-12-03T04-30-14.fits,2014-11-29T03-01-30.fits
2013-05-04T03-30-41.fits,2013-05-04T03-30-50.fits,2013-04-30T03-01-30.fits
2016-01-09T09-03-21.fits,2016-01-09T09-03-25.fits,2016-01-05T09-01-30.fits
2015-06-09T08-09-57.fits,2015-06-09T08-10-02.fits,2015-06-05T09-01-30.fits
2015-03-24T09-04-43.fits,2015-03-24T09-04-48.fits,2015-03-20T09-01-30.fits
2013-12-11T07-53-23.fits,2013-12-11T08-27-06.fits,2013-12-07T09-01-30.fits
2020-01-17T06-07-22.fits,2020-01-17T07-16-45.fits,2020-01-13T06-01-30.fits
2019-06-29T01-30-05.fits,2019-06-29T01-30-10.fits,2019-06-25T00-01-30.fits
2019-11-24T04-58-30.fits,2019-11-24T04-58-36.fits,2019-11-20T06-01-30.fits
2017-10-19T07-28-04.fits,2017-10-19T07-28-09.fits,2017-10-15T06-01-30.fits
2018-03-31T08-47-44.fits,2018-03-31T08-47-49.fits,2018-03-27T09-01-30.fits
2016-11-01T12-13-26.fits,2016-11-01T12-13-30.fits,2016-10-28T12-01-30.fits
2019-03-01T06-26-44.fits,2019-03-01T06-26-42.fits,2019-02-25T06-01-30.fits
2012-10-25T14-12-34.fits,2012-10-25T14-12-34.fits,2012-10-21T15-01-30.fits
2019-01-18T08-53-27.fits,2019-01-18T08-53-32.fits,2019-01-14T09-01-30.fits
2012-12-07T15-43-50.fits,2012-12-07T15-43-50.fits,2012-12-03T15-01-30.fits
2016-06-07T03-49-05.fits,2016-06-07T03-49-10.fits,2016-06-03T03-01-30.fits
2012-10-18T23-34-38.fits,2012-10-18T23-34-38.fits,2012-10-15T00-01-30.fits
2016-06-30T08-02-48.fits,2016-06-30T08-02-53.fits,2016-06-26T09-01-30.fits
2013-05-18T07-54-02.fits,2013-05-18T07-54-11.fits,2013-05-14T09-01-30.fits
2015-12-04T07-18-29.fits,2015-12-04T07-18-34.fits,2015-11-30T06-01-30.fits
2018-03-21T06-55-21.fits,2018-03-21T06-55-26.fits,2018-03-17T06-01-30.fits
2012-10-19T14-39-13.fits,2012-10-19T14-39-13.fits,2012-10-15T15-01-30.fits
2019-12-18T11-01-40.fits,2019-12-18T11-01-46.fits,2019-12-14T12-01-30.fits
2014-01-09T04-30-30.fits,2014-01-09T04-30-35.fits,2014-01-05T03-01-30.fits
2018-03-01T05-42-03.fits,2018-03-01T05-41-54.fits,2018-02-25T06-01-30.fits
2012-12-10T15-23-09.fits,2012-12-10T15-23-09.fits,2012-12-06T15-01-30.fits
2012-10-25T14-39-51.fits,2012-10-25T14-39-51.fits,2012-10-21T15-01-30.fits
2016-03-29T07-03-41.fits,2016-03-29T07-03-45.fits,2016-03-25T06-01-30.fits
2014-11-30T04-26-30.fits,2014-11-30T04-26-34.fits,2014-11-26T03-01-30.fits
2016-03-03T08-28-29.fits,2016-03-03T08-28-35.fits,2016-02-28T09-02-15.fits
2012-10-22T18-14-45.fits,2012-10-22T18-14-45.fits,2012-10-18T18-01-30.fits
2016-12-24T04-38-03.fits,2016-12-24T04-38-07.fits,2016-12-20T06-01-30.fits
2012-10-22T16-25-15.fits,2012-10-22T16-25-15.fits,2012-10-18T15-01-30.fits
2019-01-07T11-50-42.fits,2019-01-07T11-50-47.fits,2019-01-03T12-01-30.fits
2015-01-05T03-59-45.fits,2015-01-05T03-59-49.fits,2015-01-01T03-01-30.fits
2020-05-14T08-26-27.fits,2020-05-14T08-26-33.fits,2020-05-10T09-01-30.fits
2018-08-13T08-00-26.fits,2018-08-13T08-00-31.fits,2018-08-09T09-01-30.fits
2015-07-26T03-38-38.fits,2015-07-26T03-38-42.fits,2015-07-22T03-01-30.fits
2018-11-28T06-00-37.fits,2018-11-28T06-00-42.fits,2018-11-24T06-01-30.fits
2018-02-05T03-35-15.fits,2018-02-05T03-35-19.fits,2018-02-01T03-01-30.fits
2015-11-19T08-16-30.fits,2015-11-19T08-16-34.fits,2015-11-15T09-01-30.fits
2016-12-08T02-30-08.fits,2016-12-08T02-30-13.fits,2016-12-04T03-01-30.fits
2018-11-09T05-06-34.fits,2018-11-09T06-24-00.fits,2018-11-05T06-01-30.fits
2016-03-11T06-54-56.fits,2016-03-11T06-55-02.fits,2016-03-07T06-01-30.fits
2019-01-06T03-49-09.fits,2019-01-06T03-49-14.fits,2019-01-02T03-01-30.fits
2014-04-28T04-33-38.fits,2014-04-28T04-33-45.fits,2014-04-24T06-01-30.fits
2015-01-02T04-01-00.fits,2015-01-02T04-01-04.fits,2014-12-29T03-01-30.fits
2017-04-13T04-43-26.fits,2017-04-13T04-43-30.fits,2017-04-09T06-01-30.fits
2012-10-18T13-53-15.fits,2012-10-18T13-53-15.fits,2012-10-14T15-01-30.fits
2016-05-28T03-58-52.fits,2016-05-28T03-58-57.fits,2016-05-24T03-01-30.fits
2019-02-23T11-27-30.fits,2019-02-23T11-27-36.fits,2019-02-19T12-01-30.fits
2019-10-13T07-34-24.fits,2019-10-13T07-34-29.fits,2019-10-09T09-01-30.fits
2013-04-21T04-09-46.fits,2013-04-21T04-09-53.fits,2013-04-17T03-01-30.fits
2017-08-31T02-31-07.fits,2017-08-31T02-31-12.fits,2017-08-27T03-01-30.fits
2014-09-11T05-13-47.fits,2014-09-11T05-13-55.fits,2014-09-07T06-01-30.fits
2012-10-24T18-08-54.fits,2012-10-24T18-08-54.fits,2012-10-20T18-01-30.fits
2016-11-15T06-14-54.fits,2016-11-15T06-14-59.fits,2016-11-11T06-01-30.fits
2015-11-21T03-38-55.fits,2015-11-21T03-38-59.fits,2015-11-17T03-01-30.fits
2014-11-16T02-30-15.fits,2014-11-16T02-30-22.fits,2014-11-12T03-01-30.fits
2015-04-20T05-58-33.fits,2015-04-20T05-58-37.fits,2015-04-16T06-01-30.fits
2015-01-22T04-19-12.fits,2015-01-22T04-19-16.fits,2015-01-18T03-01-30.fits
2012-10-22T05-25-43.fits,2012-10-22T05-25-50.fits,2012-10-18T06-01-30.fits
2019-05-27T01-30-09.fits,2019-05-27T01-30-14.fits,2019-05-23T00-01-30.fits
2012-10-18T04-13-02.fits,2012-10-18T04-13-10.fits,2012-10-14T03-01-30.fits
2017-03-16T07-54-06.fits,2017-03-16T07-54-11.fits,2017-03-12T09-01-30.fits
2016-03-04T07-57-51.fits,2016-03-04T07-57-57.fits,2016-02-29T09-02-15.fits
2015-01-19T04-22-27.fits,2015-01-19T04-22-31.fits,2015-01-15T03-01-30.fits
2012-10-25T01-13-08.fits,2012-10-25T01-13-08.fits,2012-10-21T00-01-30.fits
2012-12-07T02-37-15.fits,2012-12-07T02-37-15.fits,2012-12-03T03-01-30.fits
2012-12-07T21-39-27.fits,2012-12-07T21-39-19.fits,2012-12-03T21-01-30.fits
2013-03-25T08-26-35.fits,2013-03-25T08-26-43.fits,2013-03-21T09-02-15.fits
2016-07-31T01-30-05.fits,2016-07-31T01-30-10.fits,2016-07-27T00-01-30.fits
2015-12-16T09-06-44.fits,2015-12-16T09-06-48.fits,2015-12-12T09-01-30.fits
2017-07-20T01-30-06.fits,2017-07-20T01-30-14.fits,2017-07-16T00-01-30.fits
2020-02-26T05-51-34.fits,2020-02-26T05-51-40.fits,2020-02-22T06-01-30.fits
2019-10-28T01-30-14.fits,2019-10-28T01-30-22.fits,2019-10-24T00-01-30.fits
2017-08-05T08-47-43.fits,2017-08-05T08-47-48.fits,2017-08-01T09-01-30.fits
2014-04-03T06-55-45.fits,2014-04-03T06-55-53.fits,2014-03-30T06-01-30.fits
2019-09-13T09-47-06.fits,2019-09-13T09-47-11.fits,2019-09-09T09-01-30.fits
2018-08-27T02-48-33.fits,2018-08-27T02-48-38.fits,2018-08-23T03-01-30.fits
2013-01-06T04-30-19.fits,2013-01-06T04-30-26.fits,2013-01-02T03-01-30.fits
2019-03-25T04-04-59.fits,2019-03-25T04-05-04.fits,2019-03-21T03-01-30.fits
2018-04-14T06-13-09.fits,2018-04-14T06-13-14.fits,2018-04-10T06-01-30.fits
2013-10-18T07-26-45.fits,2013-10-18T07-26-52.fits,2013-10-14T06-01-30.fits
2015-12-01T02-30-12.fits,2015-12-01T02-30-17.fits,2015-11-27T03-01-30.fits
2017-11-15T09-02-54.fits,2017-11-15T09-02-59.fits,2017-11-11T09-01-30.fits
2013-11-13T08-20-03.fits,2013-11-13T08-20-11.fits,2013-11-09T09-01-30.fits
2020-01-25T07-13-24.fits,2020-01-25T07-13-29.fits,2020-01-21T06-01-30.fits
2019-06-04T06-07-59.fits,2019-06-04T06-08-07.fits,2019-05-31T06-01-30.fits
2016-10-25T05-09-18.fits,2016-10-25T05-09-23.fits,2016-10-21T06-01-30.fits
2018-05-30T09-35-45.fits,2018-05-30T09-35-50.fits,2018-05-26T09-01-30.fits
2013-01-15T07-41-31.fits,2013-01-15T07-41-38.fits,2013-01-11T09-01-30.fits
2015-04-22T09-08-47.fits,2015-04-22T09-08-52.fits,2015-04-18T09-01-30.fits
2012-10-30T04-18-59.fits,2012-10-30T04-19-08.fits,2012-10-26T03-01-30.fits
2012-10-25T13-09-33.fits,2012-10-25T13-09-33.fits,2012-10-21T12-01-30.fits
2014-02-26T07-22-46.fits,2014-02-26T07-22-54.fits,2014-02-22T06-01-30.fits
2012-10-19T13-09-56.fits,2012-10-19T13-09-56.fits,2012-10-15T12-01-30.fits
2018-10-11T20-57-44.fits,2018-10-11T20-57-51.fits,2018-10-07T21-01-30.fits
2016-02-19T02-30-07.fits,2016-02-19T02-30-12.fits,2016-02-15T03-01-30.fits
2015-03-08T09-58-58.fits,2015-03-08T09-59-02.fits,2015-03-04T09-02-15.fits
2013-05-29T12-47-05.fits,2013-05-29T12-47-13.fits,2013-05-25T12-01-30.fits
2015-10-24T04-48-08.fits,2015-10-24T04-48-12.fits,2015-10-20T06-01-30.fits
2014-05-17T05-11-25.fits,2014-05-17T05-11-32.fits,2014-05-13T06-01-30.fits
2013-11-25T05-37-05.fits,2013-11-25T05-37-12.fits,2013-11-21T06-01-30.fits
2016-07-25T04-53-19.fits,2016-07-25T04-53-25.fits,2016-07-21T06-01-30.fits
2014-01-01T06-06-25.fits,2014-01-01T06-06-33.fits,2013-12-28T06-01-30.fits
